Threads, Bandwidth(MB/s)\n1, 18597.9, 18305.2, 18588.8, 18526.2, 18608.1
2, 19528.1, 19657.0, 19428.1, 19563.5, 19620.6
4, 19273.1, 19292.4, 19496.7, 19196.4, 19759.2
8, 18772.3, 18864.2, 18664.2, 18635.8, 19102.7
12, 18212.0, 18729.8, 18786.8, 18866.0, 18857.7
16, 18653.2, 18465.7, 18697.2, 18710.6, 18743.7
20, 18656.3, 18525.8, 18644.1, 18659.1, 18665.6
24, 18421.7, 18405.2, 18429.8, 18420.0, 18425.3
28, 18267.5, 18427.4, 18312.9, 18412.6, 18393.5
32, 18408.8, 18402.0, 18416.4, 18359.5, 18333.9
